"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"1700007J10Rik",2,8,2,2,2,0,4,3,2,7,9,3
"1700007K09Rik",0,2,2,2,1,4,1,9,1,0,4,4
"1700007K13Rik",69,84,129,83,114,58,119,208,68,45,57,42
"1700007L15Rik",30,57,47,26,47,16,38,30,30,54,45,39
"1700007P06Rik",1,1,1,0,3,0,0,0,0,0,0,0
"1700008C04Rik",4,4,2,2,5,0,4,2,3,3,5,1
"1700008J07Rik",82,140,98,86,200,111,161,222,170,169,190,209
"1700008K24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700008O03Rik",32,60,42,28,38,16,27,47,31,17,46,31
"1700008P02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700009C05Rik",0,0,0,0,0,0,2,1,0,0,0,0
"1700009J07Rik",0,0,0,0,0,0,1,0,0,1,0,0
"1700009N14Rik",0,1,1,0,0,1,0,0,0,0,1,0
"1700010B08Rik",0,0,0,0,1,0,0,1,2,0,0,2
"1700010D01Rik",0,0,0,0,1,2,0,0,0,0,1,0
"1700010I02Rik",1,2,3,0,0,0,1,3,2,2,0,0
"1700010I14Rik",22,26,13,10,34,9,26,27,44,64,50,41
"1700010J16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700010K23Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700011B04Rik",0,1,0,0,0,0,0,0,1,0,0,0
"1700011C11Rik",0,2,1,1,1,0,0,0,0,0,0,0
"1700011H14Rik",0,0,0,1,2,1,1,0,3,10,7,12
"1700011I03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700011L22Rik",0,0,0,0,0,0,0,2,0,0,0,0
"1700011M02Rik",0,0,0,0,0,0,0,0,0,0,1,0
"1700012A03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700012B07Rik",1,1,0,0,0,0,0,0,0,0,0,0
"1700012B09Rik",0,1,0,0,1,0,0,0,0,0,0,0
"1700012C14Rik",4,5,3,7,1,0,0,3,1,3,4,0
"1700012D01Rik",5,4,3,2,2,2,1,1,5,17,11,7
"1700012D14Rik",31,36,19,17,13,8,12,17,22,22,21,8
"1700012D16Rik",1,4,2,1,3,0,0,3,2,1,0,1
"1700012H19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700012I11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700012P22Rik",0,0,0,0,0,0,0,2,0,0,0,0
"1700013D24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700013F07Rik",0,1,1,1,1,0,0,2,0,0,1,0
"1700013G24Rik",0,0,0,0,0,0,1,0,0,0,0,0
"1700013H16Rik",4,7,3,6,88,46,81,82,133,119,61,22
"1700015F17Rik",0,0,0,1,2,1,0,0,1,1,0,1
"1700015G11Rik",0,0,0,0,0,0,0,0,0,0,1,1
"1700016C15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700016D06Rik",3,2,2,1,2,0,2,0,0,0,1,0
"1700016G22Rik",1,0,3,1,1,0,2,0,1,1,0,3
"1700016H13Rik",4,8,4,2,3,3,1,0,2,2,0,3
"1700016K19Rik",11,7,8,8,5,5,4,8,5,3,1,1
"1700016L04Rik",0,2,0,0,0,2,3,1,1,4,4,0
"1700016L21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700016P04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700017B05Rik",982,1031,1036,855,2890,1307,2893,3458,2220,1969,2973,3347
"1700017D01Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700017G19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700017J07Rik",6,6,8,10,4,0,6,2,1,0,2,1
"1700017L05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700017N19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700018A04Rik",0,0,0,0,0,0,0,0,1,1,0,5
"1700018B08Rik",12,13,4,5,4,1,4,2,0,1,0,2
"1700018B24Rik",3,2,0,2,0,1,0,1,1,0,0,0
"1700018C11Rik",0,0,0,0,0,0,1,0,0,0,0,0
"1700018F24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700018G05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700018L02Rik",7,1,3,0,0,2,1,1,2,3,8,5
"1700019A02Rik",30,60,52,15,30,18,25,26,14,15,12,8
"1700019B03Rik",0,2,1,1,3,1,1,1,4,5,2,3
"1700019B21Rik",0,2,0,0,0,2,1,0,0,0,1,0
"1700019C18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700019D03Rik",311,407,349,266,439,228,399,437,305,172,187,119
"1700019E08Rik",1,3,3,1,2,0,0,1,1,0,0,0
"1700019G24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700019M22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700019N19Rik",0,0,0,0,1,0,0,0,1,0,0,1
"1700019P21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700020A23Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700020D05Rik",9,12,11,3,18,2,8,12,16,23,16,30
"1700020D14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700020G17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700020I14Rik",1285,1320,1148,860,1785,745,1391,1649,1437,1789,1502,1669
"1700020L24Rik",0,1,0,0,3,1,4,2,1,5,2,1
"1700020M21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700020N01Rik",4,2,14,7,0,2,1,3,0,1,0,0
"1700020N15Rik",2,0,1,0,0,0,0,0,2,0,1,0
"1700020N18Rik",0,1,0,0,0,0,0,0,0,0,0,0
"1700021F05Rik",549,765,615,485,723,351,614,746,412,400,509,414
"1700021F07Rik",0,1,1,0,0,0,2,0,1,0,0,0
"1700021N21Rik",1,0,2,1,0,0,0,3,0,1,3,1
"1700022A21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700022A22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700022E09Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700022H01Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700022H16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700022I11Rik",0,0,0,0,0,1,0,1,0,1,0,0
"1700023C21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700023F02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700023F06Rik",0,10,6,3,12,6,6,8,3,3,7,4
"1700024B18Rik",0,1,1,2,0,1,0,0,1,0,0,0
"1700024F13Rik",10,14,5,13,18,4,15,27,23,19,20,26
"1700024G13Rik",0,2,2,3,3,3,3,3,1,0,0,0
"1700024I08Rik",0,0,0,0,0,1,0,0,0,0,0,0
"1700024N05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700024P04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700024P16Rik",1,3,5,1,33,14,22,24,10,0,2,0
"1700025B11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700025F22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700025F24Rik",1,0,0,0,0,0,1,1,0,0,0,0
"1700025G04Rik",199,265,188,150,793,417,630,721,880,1142,1158,1454
"1700025J12Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700025K24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700025M24Rik",0,0,0,0,0,0,0,0,0,0,1,0
"1700025N23Rik",1,1,1,1,0,0,1,2,2,1,1,2
"1700026D11Rik",0,0,0,0,0,1,0,0,0,0,0,0
"1700026F02Rik",1,0,0,1,0,1,0,0,0,0,0,0
"1700026J14Rik",0,0,0,1,2,1,3,1,5,2,1,0
"1700027A15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700027F06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700027F09Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700027H10Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700027I24Rik",0,1,2,0,1,1,2,1,1,0,0,0
"1700027J07Rik",1,0,0,0,1,0,0,1,3,2,0,3
"1700028B04Rik",4,3,7,5,1,0,4,8,3,1,2,0
"1700028D13Rik",0,0,1,0,0,0,0,1,0,0,0,0
"1700028E10Rik",9,14,17,8,9,6,10,11,6,7,9,4
"1700028I16Rik",19,28,16,7,2,0,9,9,4,1,4,6
"1700028J19Rik",4,5,1,2,3,3,6,6,5,8,2,7
"1700028K03Rik",3,9,5,2,0,1,1,1,2,0,1,1
"1700028M03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700028P14Rik",0,0,1,0,1,0,0,0,1,2,0,0
"1700028P15Rik",0,1,0,0,0,0,0,0,0,0,0,0
"1700029B22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,1,0,0,0,0,0,0
"1700029H14Rik",0,1,2,3,2,7,4,3,0,2,5,0
"1700029I15Rik",1,5,4,5,10,2,4,7,5,7,12,11
"1700029J03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700029J07Rik",44,42,35,27,24,13,29,39,86,153,97,91
"1700029M20Rik",10,16,9,5,1,0,0,3,1,3,0,0
"1700029N11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700029P11Rik",180,207,126,111,25,13,22,40,20,6,15,11
"1700030A11Rik",0,1,0,0,0,0,1,0,1,0,0,0
"1700030C10Rik",439,634,475,402,1173,515,551,782,484,149,282,252
"1700030F04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700030F18Rik",1,0,0,1,0,0,0,0,0,0,0,0
"1700030J22Rik",94,147,114,85,80,49,118,155,110,127,116,102
"1700030K09Rik",408,584,440,325,438,193,340,476,340,457,450,455
"1700030L20Rik",31,48,49,41,44,31,47,58,44,27,28,30
"1700030M09Rik",2,7,1,1,0,0,1,1,0,0,0,0
"1700030N03Rik",0,1,0,0,0,0,0,0,0,0,0,0
"1700030O20Rik",0,0,0,0,0,0,0,0,1,0,0,0
"1700031A10Rik",2,2,0,1,0,0,0,0,2,0,0,0
"1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700031L13Rik",0,0,0,0,1,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700031P21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700034G24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700034H15Rik",28,36,23,17,34,12,26,35,30,17,26,18
"1700034I23Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700034K08Rik",0,0,0,0,0,0,0,1,0,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,1,0
"1700034P13Rik",7,6,2,2,5,1,5,3,2,4,6,3
"1700036G14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",10,19,11,13,14,6,12,20,29,30,16,16
"1700037H04Rik",939,1083,796,672,749,398,900,946,797,787,944,1010
"1700039E22Rik",0,1,0,0,0,1,2,2,1,4,1,0
"1700040L02Rik",0,0,0,0,0,2,0,0,0,0,1,0
"1700041A01Rik",0,0,0,0,0,0,0,1,0,0,1,0
"1700041C23Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700042G07Rik",1,0,0,0,0,0,0,0,1,0,0,0
"1700042G15Rik",3,1,1,1,0,0,1,0,1,2,0,1
"1700042O10Rik",25,47,19,17,6,9,5,3,4,1,3,1
"1700044C05Rik",1,3,0,0,0,1,2,1,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0,0,1,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700047A11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700047E10Rik",8,5,6,1,7,1,2,9,6,7,5,5
"1700047G03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,0
"1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700047M11Rik",0,0,0,0,0,1,0,0,1,1,0,0
"1700048M11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700048O20Rik",9,9,9,3,10,5,7,6,9,8,2,3
"1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700049E22Rik",4,10,3,1,0,0,0,5,0,0,0,0
"1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,1,0,0,0,0,0
"1700052I22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700052K11Rik",52,52,62,57,150,68,143,158,162,184,236,258
"1700054A03Rik",0,0,0,0,0,0,1,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700055C04Rik",0,3,0,4,0,0,5,4,0,1,1,0
"1700056E22Rik",0,4,3,1,9,8,7,22,16,30,33,48
"1700057G04Rik",0,0,0,0,0,0,0,0,1,0,0,0
"1700057H15Rik",0,0,0,0,0,1,0,0,0,0,0,0
"1700057H21Rik",4,11,9,8,1,2,0,1,1,0,1,2
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0,0,0,0,1,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",514,631,645,511,78,40,82,113,40,28,28,10
"1700061I17Rik",0,0,0,0,0,0,0,1,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,1
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",118,114,201,139,328,107,404,408,273,306,260,250
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700064M15Rik",0,2,0,0,0,1,3,1,2,2,0,0
"1700065D16Rik",2,6,3,2,4,4,7,6,7,10,19,18
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,1
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",3,1,2,5,0,0,1,0,0,0,0,0
"1700066B19Rik",9,4,4,7,2,2,2,1,8,3,1,4
"1700066J03Rik",5,0,0,1,4,2,0,3,3,2,4,4
"1700066M21Rik",321,297,261,213,312,149,246,278,246,270,146,145
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,1,1,1,0,0,0,0,0,0,0,0
"1700067K01Rik",43,41,38,41,39,9,39,37,29,28,25,31
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",1,0,2,2,1,0,0,0,0,1,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700071K01Rik",0,0,1,0,3,1,1,0,0,0,0,1
"1700071M16Rik",0,0,1,1,0,1,0,0,0,0,0,0
"1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700072I22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik",0,0,0,0,0,0,0,0,0,1,1,1
"1700074H08Rik",0,0,0,1,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,1,0
"1700081H04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700083H02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700084D21Rik",0,0,0,0,1,0,0,0,0,0,1,0
"1700084E18Rik",1,10,5,3,5,4,6,4,9,15,6,13
"1700084F23Rik",0,0,0,0,0,0,0,0,0,1,0,0
"1700084J12Rik",0,0,0,0,0,0,0,1,2,0,0,1
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",0,0,1,0,0,0,0,2,1,1,13,18
"1700086O06Rik",22,27,46,33,115,71,97,116,141,126,125,149
"1700088E04Rik",6,10,12,5,10,4,6,9,14,29,22,29
"1700091H14Rik",0,0,0,0,4,1,1,0,0,1,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,1,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,1,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",14,19,33,18,43,13,28,36,21,34,34,26
"1700093K21Rik",4,9,4,1,7,7,8,7,7,11,3,4
"1700094D03Rik",106,147,149,118,216,104,201,244,156,181,170,218
"1700094J05Rik",2,2,0,2,1,2,2,3,0,1,5,5
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,1,0,0,0,0,0,0,0,0,0,0
"1700095J12Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",40,64,33,30,38,29,37,56,37,35,50,60
"1700096P03Rik",0,0,0,0,3,0,0,3,1,0,0,0
"1700097N02Rik",47,87,49,36,21,18,17,15,24,14,22,20
"1700099I09Rik",0,0,0,1,0,0,0,0,0,0,1,0
"1700100I10Rik",0,0,0,0,1,0,0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",1,0,1,0,2,0,1,5,6,4,2,4
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,1,0
"1700102H20Rik",17,5,6,2,18,10,8,24,15,12,5,5
"1700102P08Rik",24,36,13,11,18,15,39,35,13,9,7,8
"1700104L18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",16,9,6,7,11,5,6,17,6,7,8,11
"1700108F19Rik",42,33,30,26,6,1,5,6,3,2,2,2
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700109G14Rik",0,0,0,0,0,1,0,0,1,1,0,1
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",35,28,28,23,51,39,47,86,43,52,36,30
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700109K24Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",4,6,5,5,2,1,7,9,15,16,10,8
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,2,0
"1700110I07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",2,0,0,0,1,1,0,0,0,2,1,1
"1700111N16Rik",2,0,0,0,0,0,0,0,1,0,0,0
"1700112E06Rik",0,0,0,1,0,0,0,1,0,4,0,0
"1700112H15Rik",0,1,0,0,0,0,0,0,0,2,0,0
"1700112J05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700112J16Rik",2,7,3,3,4,3,2,5,10,6,3,10
"1700113A16Rik",62,58,57,38,22,14,28,27,31,38,39,32
"1700113B09Rik",0,1,0,1,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700116B05Rik",0,0,0,1,0,0,0,1,2,1,0,0
"1700119H24Rik",0,0,0,0,0,0,0,0,2,1,0,0
"1700120C14Rik",7,3,4,2,4,1,5,4,1,2,1,2
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,0,0,0,1,1,0,0,0
"1700120K04Rik",1,0,1,0,1,3,2,6,1,2,4,3
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",1,0,0,3,5,1,8,4,6,2,1,1
"1700122C19Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",1,1,1,0,1,0,1,2,0,1,1,0
"1700123J17Rik",0,3,1,1,2,3,1,3,1,8,4,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",10,16,16,14,23,8,18,25,39,22,19,26
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",610,649,614,522,900,400,681,832,668,664,789,823
"1700123O21Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700124L16Rik",2,4,4,3,1,0,2,3,10,15,15,6
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",4,2,2,3,2,2,2,2,6,4,3,1
"1700125H03Rik",5,2,6,3,14,3,4,3,10,4,3,0
"1700125H20Rik",2,1,2,1,1,0,0,0,1,1,2,0
"1700126H18Rik",0,0,0,1,1,0,0,0,0,0,0,0
"1700128A07Rik",0,0,0,0,0,1,0,0,0,0,0,0
"1700128F08Rik",0,0,0,0,1,1,0,0,1,1,1,1
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810006J02Rik",0,1,0,0,0,0,0,1,0,0,0,0
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,1,1
"1810008I18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810009A15Rik",3,5,4,5,3,1,4,2,11,9,2,3
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810010D01Rik",3,0,1,0,0,0,2,1,1,2,2,2
"1810010H24Rik",18,14,26,17,15,5,9,7,27,34,42,27
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",27,15,31,27,36,19,70,73,26,84,85,124
"1810012K16Rik",4,4,10,2,3,2,7,3,13,15,13,10
"1810013A23Rik",0,0,0,0,1,1,0,1,0,0,0,2
"1810013L24Rik",1880,2038,1756,1454,1707,857,1515,1854,1275,1336,908,1142
"1810014B01Rik",105,143,88,86,93,46,73,89,105,83,42,44
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810019D21Rik",52,79,114,91,57,35,84,112,46,32,60,62
"1810020O05Rik",3,2,0,1,0,0,1,0,2,0,0,0
"1810021B22Rik",0,1,0,2,0,0,1,4,3,6,2,6
"1810022K09Rik",1638,2102,1965,1539,2773,1231,2411,2854,2227,1900,1474,1023
"1810024B03Rik",2,4,3,6,2,2,6,3,5,1,6,3
"1810026B05Rik",510,522,523,353,950,363,742,829,889,1002,429,501
"1810030O07Rik",976,1016,937,697,911,482,843,974,738,774,735,876
"1810032O08Rik",585,995,869,640,1084,572,858,1116,779,803,675,632
"1810034E14Rik",2,0,1,0,1,0,1,0,1,0,4,4
"1810037I17Rik",1394,1707,1661,1229,1608,808,1656,1825,1476,1023,683,752
"1810041H14Rik",6,6,10,2,10,5,6,16,12,14,15,12
"1810041L15Rik",6,11,8,9,97,44,73,77,109,114,91,65
"1810043G02Rik",89,94,96,73,138,73,168,127,168,173,188,183
"1810044D09Rik",29,39,27,31,30,12,10,34,35,39,51,51
"1810046K07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",664,665,587,472,809,365,733,860,622,654,779,755
"1810058I24Rik",601,797,810,653,641,324,698,805,796,995,1158,1795
"1810062G17Rik",0,1,0,0,4,1,1,7,3,6,6,4
"1810062O18Rik",0,5,4,0,1,2,0,1,3,0,1,6
"1810063I02Rik",1,8,1,1,5,0,3,0,2,1,2,0
"1810064F22Rik",0,1,2,1,0,0,0,3,7,1,0,1
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2010001A14Rik",14,24,12,12,9,1,14,3,21,29,33,33
"2010003K11Rik",0,0,1,0,1,0,0,1,1,0,0,0
"2010005H15Rik",0,0,0,0,1,1,1,1,3,2,0,1
"2010009K17Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2010010A06Rik",0,1,1,0,0,0,1,0,1,1,2,0
"2010016I18Rik",0,0,0,0,1,0,0,1,1,0,0,0
"2010106C02Rik",0,0,0,0,0,0,0,0,0,1,0,0
"2010106E10Rik",0,0,0,0,0,1,0,0,0,0,0,0
"2010107E04Rik",721,1162,1003,772,1203,559,1025,1276,1005,1043,796,1051
"2010107G23Rik",109,112,87,58,168,76,162,206,153,138,124,75
"2010109A12Rik",2,3,1,1,8,0,3,5,5,8,6,6
"2010109I03Rik",3,2,0,0,3,0,5,1,1,2,0,2
"2010111I01Rik",475,604,666,538,827,393,888,1230,653,464,440,313
"2010204K13Rik",226,341,285,235,471,214,445,506,297,241,254,162
"2010300C02Rik",32,16,20,8,29,21,33,36,35,50,39,50
"2010308F09Rik",2,0,2,0,1,0,0,2,0,1,1,1
"2010310C07Rik",0,0,0,0,6,1,3,5,4,4,5,1
"2010315B03Rik",59,58,50,32,114,52,78,93,91,110,60,88
"2010320M18Rik",104,141,135,105,121,67,118,132,138,187,216,207
"2200002D01Rik",37,30,45,50,10,5,22,41,10,5,20,22
"2200002J24Rik",0,0,1,1,1,1,3,0,2,4,1,1
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2210011C24Rik",80,103,75,64,52,23,55,52,17,24,17,35
"2210013O21Rik",129,221,187,123,260,123,225,240,209,265,223,262
"2210016F16Rik",426,504,395,366,464,251,451,532,236,173,226,158
"2210016L21Rik",451,497,512,374,815,420,824,880,617,672,670,842
"2210039B01Rik",32,57,46,49,75,38,54,69,51,77,99,87
"2210404E10Rik",0,1,1,0,3,0,0,0,1,0,0,1
"2210406O10Rik",1,0,2,2,6,3,4,8,8,9,12,5
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2210408F21Rik",0,0,2,1,0,3,2,4,1,1,1,0
"2210408I21Rik",177,142,152,100,240,132,213,247,213,196,155,129
"2210409D07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2210409E12Rik",114,196,118,94,16,9,9,18,6,6,11,3
"2210414B05Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2210416O15Rik",0,3,2,1,2,4,7,12,9,10,5,13
"2210417A02Rik",2,1,0,1,0,0,0,1,1,0,0,0
"2210418O10Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2210420H20Rik",1,2,2,3,0,0,0,0,1,1,0,0
"2300002M23Rik",5,9,2,4,2,0,0,0,1,2,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2300009A05Rik",36,33,37,33,41,13,48,43,85,77,76,94
"2310001H17Rik",2,2,1,0,4,1,2,3,2,2,1,1
"2310001K24Rik",0,0,0,0,3,0,0,1,0,0,0,0
"2310002D06Rik",0,0,0,0,0,1,0,2,0,0,0,1
"2310002F09Rik",3,5,3,3,4,1,4,5,8,21,6,9
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2310003N18Rik",0,0,0,0,2,0,0,1,1,1,1,0
"2310005A03Rik",0,0,0,0,0,0,0,0,0,0,0,0
"2310005E17Rik",1,3,0,0,0,0,0,0,0,0,0,0
